model,224,256,320,384,512
mobilenet_v2_small,88085056,114997408,179570656,258475296,459278752
resnet18,1813685856,2368874112,3701319360,5329856256,9475204992
resnet34,3663381344,4784800640,7476200384,10765681664,19138888832
simple_cnn,742283168,968820672,1512507392,2177009728,3868461248
tiny_cnn,138846784,181305952,283206304,407749344,724763488
vgg11,7613346016,9907216640,15412453696,22141018496,39268131328
vgg13,11317539040,14745346304,22972031296,33026810240,58620649984
