model,224,256,320,384,512
mobilenet_v2_small,0.176170112,0.229994816,0.359141312,0.516950592,0.918557504
resnet18,3.627371712,4.737748224,7.40263872,10.659712512,18.950409984
resnet34,7.326762688,9.56960128,14.952400768,21.531363328,38.277777664
simple_cnn,1.484566336,1.937641344,3.025014784,4.354019456,7.736922496
tiny_cnn,0.277693568,0.362611904,0.566412608,0.815498688,1.449526976
vgg11,15.226692032,19.81443328,30.824907392,44.282036992,78.536262656
vgg13,22.63507808,29.490692608,45.944062592,66.05362048,117.241299968
